label;text
guilt;not work studi midterm
joy;parti met interest femal enjoi eachoth compani slow dace
fear;friend go studi session togeth quiz biologi materi believ didn t studi enough fear would fail
anger;live sister sometim anger especi think don t keep apt clean enough
sadness;found could not concert after bui ticket biologi test occur morn after
disgust;right volunt hospit yesterdai halloween dress doctor went work volunt coordin told shift danger done did
shame;get exam back grade not desir get mad sai could done better
guilt;dai weekend not accomplish amount sudi want pleasant activ come up
joy;last year freshman yr dai march well test seem final adjust colleg hot sunni walk front frat heard beach boi surfin usa overwhelm feel cal good still somewhat
fear;on year mother almost nervou breakdown father seriou oper afraid famili kid i m oldest wouldn t hold togeth everyth turn fine
anger;last semest date girl i ve known almost year howev on night said want just friend confid friend jim realli suffer month two later broke old girlfriend start go regularli girlfriend romant relationship signific feel anger friend again
sadness;sr hs on class counselor di hepat veri sensit knew shyness drew improv imag miss funer could not public griev parent didn t understand
disgust;appli job galso counselor made strongest possibl applic deni interview felt disgust system promot caus minor make emploi white lowest prioriti
shame;angri month ago kick backward wall cave show parent angri mother said someth not abl find cloth size someth i m sensit about
guilt;li last week li someon get info paper write told info newspap articl afraid told truth wouldn t help me
joy;someon boi paid special attent me
fear;get back psych midterm
anger;roommat leav drawer mess plow thourgh look someth
sadness;friend bago kick soror
disgust;friend mine sex someon differ race winnebago trip usc front everyon all friend embarrass soror hous name
shame;li best friend boi realli like didn t like her told bug long time embarrass herself
guilt;i m allerg food eat someth i m allerg caus guilt
joy;last genetic midterm decent grade
fear;certain night initi
anger;someon threw firecrack room morn
sadness;close friend famili di
disgust;peopl refus hous job give work someon els
shame;not share work hous job
guilt;forget close friend s birthdai
joy;receiv unexpect engin midterm not studi nearli much should difficult test
fear;could not question math midterm
anger;suppos meet girlfriend pre arrang place took hour find her
sadness;grandmoth di summer knew veri well bake great biscuit hospit expect improv home soon di sleep
disgust;saw part princ video crawl bath tub
shame;grand father caught eat privat jelli bean suppli
guilt;slam littl brother wall bother me
joy;find grade end freshman year
fear;go bring back girlfriend meet parent
anger;found good friend roommat not pai phone bill electr bill like promis let down
sadness;found girlfriend would not come back ucb on semest would live san jose
disgust;find grade end sophomor year
shame;found roommat talk behind back veri person thing
guilt;year old stole pen stationeri store didn t enough monei
joy;go chico visit friend
fear;first dai back job
anger;person i m affair won t talk public
sadness;roommat s sister commit suicid
disgust;get fat
shame;ly grandpar visit boyfriend chico
guilt;affair good friend s best friend everi time see best friend feel guilt can t tell him
joy;fell love present girlfriend
fear;bomb threat tolman hall first time felt life could danger
anger;peopl would tell ex girlfriend plai around me
sadness;grandmoth pass awai
disgust;studi butt midterm still get averag grade
shame;got bust steal candi bar
guilt;copi someon els s problem set
joy;got veri good grade on midterm week ago
fear;mom call earli morn on mondai seen weekend couldn t understand could import make call strang hour miss call call back afternoon
anger;peer didn t want meet someon rush fear would give bad outlook sororoti hous shouldn t seen thi blew did
sadness;told friend friend commit suicid
disgust;poorli midterm
shame;boat didn t win race favor win
guilt;sleep crew practic on mondai morn
joy;achiev goal indirectli work cal footbal win season veri gratifi brought joi hard work involv fact on expect would win
fear;upon read stori serial killer name henri lee luca given distinct kill peopl man began wonder should take care safeti
anger;work long hard project friend inadvertantli destroi it could not forgiv long time time still get angri him
sadness;pet di pet closest friend year
disgust;peopl press analyz particular newsworthi item cal footbal team member see situat bad light alwai put team down
shame;recent friend much drink foot ball road trip usc trash hotel room felt asham maid walk next morn
guilt;felt guilti mislead person think close friend person casual acquaint
joy;get accent letter cal
fear;on summer camp friend devis elabor plan scare camp atteck wild anim on them convinc campground home satan organ
anger;went danc found boyfriend kiss anoth girl
sadness;end senior yr high school found friend mine knew cancer diagnos termin ill
disgust;sit dorm gui verbal read letter penthous
shame;slip butter on even dine common land rear caus trai also land floor
guilt;person attract walk home rain got sick
joy;todai lot better architectur project expect
fear;littl lost control bike start buai intersect neighbor stop time
anger;summer got fight on patron at theatr hit hit friend hit friend hit eachoth
sadness;mondai took math bs test flunk second time
disgust;found cia mine nicaraguan harbor
shame;month ago turn english paper late alreadi previou paper late promis not again
guilt;forgot mother s sister s birthdai thei fall dai
joy;receiv letter accept cal
fear;time veri afraid someth broke father s antiqu lamp
anger;someon told secret told not tell
sadness;mother veri sick almost di
disgust;saw presid reagan get elect
shame;fail test first year cal
guilt;stole someth
joy;gave mom gift want year raflect joi
fear;walk campu night squirrel jump front me
anger;long trip dad s van without incid stop fill tank ga dent side van pole car electr system would not work tri drive home hous
sadness;on point relationship boyfriend see old flame me confront tear shed
disgust;skunk invad camp
shame;made unkind remark ethnic friend without realiz it
guilt;mangl side dad s van fenc not realiz extent damag show next dai shock face genuin friend interced good excus not deni never clarifi situat
joy;final got job dai wonder whether would hire not count monei would bring
fear;walk home dark first time
anger;time when part work sent actual sort volunt run errand someon author send address veri far especi foot turn incorrect too whole trip wast
sadness;boyfriend said not want see anymor which turn untru
anger;almost parent blow top time time
disgust;roommat forget flush toilet
shame;poorli test knew wasn t excus not better made mistak could not believ made
guilt;rememb at time not feel guilt recent yr angri would get babysit new brother would not stop cry not anyth harm shock feel guilti treat wai especi sinc ador now that s spoil now
joy;yesterdai receiv histori midterm felt overjoi receiv c s previous
fear;began school uc pre enrol class question success realli scare me
anger;month ago on fellow worker got promot me small promot recognit involv
sadness;anoth fellow worker decid leav compani veri close would not abl work eachoth longer
disgust;media present kidnap child rape
shame;not accept colleg dream go to felt let parent down
guilt;told parent or realist would not want anymor guess sort betrai done me
joy;drove partial across countri father stop town stai overnight motel joi got feedom felt real beauti countri
fear;on dai christma went shop brother friend good time wai home almost accid weather bad
anger;can t rememb truli angri usual disappoint feel on situat would brother us close seem avoid me
sadness;year ago famili decid move new york california time decid move time left realiz much friend care me left long time veri sad
disgust;babysit neighbor children found roach ther bathroom never seen roach call mother make sure that s were came check
shame;first time slept boyfriend hous walk hall shower front housem felt judg me
guilt;school afterward went work work went see friend stai late got home mother awak felt guilti
joy;last time sex
fear;get fail notic math class realiz not veri well school subject began fear fail class two
anger;physic fight girlfriend walk room friend push curs went find her
sadness;hear friend back home stomach pump overdos pill
disgust;learn new man kill women habitu copul inert bodi
shame;masterb anoth boi
guilt;go anoth girl besid girlfriend not tell her
joy;read letter close friend said miss care me
fear;go cal not know anyon
anger;close friend not write
sadness;leav high school
disgust;roommat came home morn sleep gui not know got drunk se boyfriend too
shame;fool around gui not know
guilt;not notic roommat quiet sign discomfort
joy;went home visit famili friend
fear;take chemistri midterm
anger;awai weekend friend went room plai veri expens stereo without ask roommat
sadness;ask girl date said no
disgust;plai sport advanc class mani peopl not advanc
shame;bought possibl answer homework problem complet inapplic question due not read subject matter
guilt;late i ve felt guilti i m foll behind class not studi much
joy;return school rejoin girlfriend month separ summer
fear;wait girlfriend come apt mine veri late thought someth aw happen
anger;bought new bed apt squeak move it tri fix could not
sadness;find grandfath di live england not seen year
disgust;clean bathroom apt realiz roommat live summer never clean place
shame;poorli exam thought should well
guilt;critic mother refus drive radio on told thought wasn t intellig enough cope radio
joy;boyfriend get dress put make up halloween parti dress two mime veri enjoy thought look realli good accomplish alon hous
fear;need recommend someth decid best person get on professor never talk befor felt lot fear go class ask recommend consid never heard name befor did
anger;search hous fall ucb final offer place ordeal follow first accept refus relat parent judgment thei re pai me turn upset dad said hung him call back threaten cut financi emotion
sadness;got new almost year old brother di visit europ cerebr hemorhag final hit hour saw corps coffin felt like door everyth close lock forev
disgust;read paper featur henri luca claim kill peopl recreat killer necrophiliac zoophiliac rape beaten mani women kill men too
shame;peopl floor last year veri close year best friend live togeth apart boyfriend drop on birthdai stai dinner two peopl alreadi invit felt uncomfort unwant realiz on alwai call rare call me
guilt;talk mom phone told gotten award dai front peopl ask want send articl templ newslett me said veri quickli felt guilti not interest hurt feel
joy;found mother didn t cancer
fear;alon someon tri break back door
anger;friend betrai friendship
sadness;bad chamistri midterm could done well
disgust;employ younger sister yr made pass her
shame;defi parent stai night wasn t suppos to
guilt;yell parent not bui car like parent
joy;ride home school complet two midterm two dai feel well them
fear;occur prepar midterm social welfar thought go veri hard felt unprepar for
anger;argument roommat lock put kitchen cupboard without tell anyon
sadness;dai time robberi hous
disgust;robberi mention sad
shame;caught ly father speed ticket receiv
guilt;get friend open contain ticket got caught speed
joy;found got accept berkelei
fear;move awai home fear leav
anger;friend carelessli broke object parent s hous not apolog pai anyth
sadness;felt sad grandfath di
disgust;person know li much incom parent made receiv monei grant not need anoth person bare make it not lie not receiv enough monei
shame;big fight parent
guilt;forgot close rel s birthdai
joy;birthdai closest friend berkelei pithch lot monei bought ten record replac record stolen threw small surpris parti too
fear;ski squaw vallei ride chair lift right chair sheer cliff rock chair lift stop chair sag everyth seem creak loudli
anger;receiv poor grade midterm even though got right answer knew materi went try rais grade wouldn t it
sadness;girlfriend want breakup indefinit amt time said couldn t commit fulli relationship without go peopl first boyfriend
disgust;read newspap yr old woman found nake dead along roadsid turn two rel kidnap rape kill earlier
shame;went bed girl next dai thought start someth seriou thought fun told wasn t interest start seriou relationship
guilt;dream girl cuddl bed girlfriend walk in realli love girlfriend felt guilti sad know wierd exampl dream feel clear realli happen
fear;involv car accid thumb caught glove compart sister fear final tell parent sinc sister driver
anger;co worker rush project work on month year instead let know want project himself went supervis let supervis tell let co worker sinc quicker it
sadness;lose pet chick famili put chick outsid dai on morn gone
disgust;respons
shame;respons
guilt;told certain lie
joy;experienc joi friend s birthdai parti good food good liquid good compani good music overal warm atmospher birthdai girl commun incred well felt veri content warm inspir talk give neck massag
fear;two summer ago best friend drove unknown mountain midnight pick broken car told on anoth horrif scari ghost murder stori succeed scare eachoth pretti well even though somewher head knew fear unjustifi
anger;seen pseudo girlfriend convers anger greatli
sadness;grandfath di thirteen year ago
anger;mom realli upset call tell arriv safe
disgust;on individu take advantag and or injur anoth rel defenseless individu conscious feel disgust mingl anger person dorm floor verbal assault anoth person certain religi belief
anger;get mad li me
shame;borrow friend paid back much later origin intend
guilt;anger close friend injur
joy;parent brother came weekend veri close famili first year awai home brought on jacko lantern new design old joke great new design alwai same
fear;meet on friend girl librari alreadi dark would walk alon minut late kept wait call room place could been
anger;studi chemistri friend becam angri eachoth fed up
sadness;receiv letter grandmoth obviusli suffer lot grandfath s suffer health mention thing gotten would never us
disgust;on good friend told peopl someth told confid someon els
shame;want boyfriend stai didn t stai left felt asham should let leav want selfish
guilt;parti start talk gui seen on class boyfriend felt awkward left talk friend kept look talk
joy;footbal veri big deal high school joyou school s team confer championship last year
fear;drive busi freewai rush hour slightli rain diesel truck come veri close behind close behind pick up chang lane bare hit truck ran honda road scare death back see caus crash
anger;realli piss russian boycot olymp anger toward jimmi crter veri anxiou see it
sadness;made veri sad hear construct compani go build hous beauti hill hous
disgust;vividli rememb feel disgust toward jr high classmat didn t work schoolwork would coplain take tax monei older success were time pictur adult like knew complain situat
shame;could di caught cheat test high school first last time
guilt;didn t studi test high school particular rememb physic test didn t studi friend talk someth els bore felt helpless guilt set veri close get class
joy;took math midterm knew realli well fridai felt great joi week well test
fear;first came cal went ralli sproul later learn ralli conduct mooni cult take pictur ralli afraid would circul pictur kidnap peopl not know cult work scare
anger;face write essai didn t want angri write essai angri not time write good essai
sadness;ran race cal track team terribl coach said should sit season felt realli sad wasn t go abl run someth alwai done couldn t anymor
disgust;saw girl econom discuss section smile ask stupid question ta get attent obvious ass kiss happen everi econ discuss held weekli
shame;suppos girlfriend on saturdai night got realli drunk friend earlier afternoon even so total forgot go girlfriend show next dai rememb
guilt;went get bike innertub fix fix suppos pai previous didn t said would fix tire fix tire salesperson help gone walk store without pai felt guilti went insid paid tire
joy;met someon becam good friend relationship grew closer boyfriend felt joi found felt me
fear;fear dog s ey infect much plai around weed foxtail gotten eyelid took vet fear mai blind foxtail
anger;on friend kept critic everyth did thought kid later found seriou
sadness;on rel becam serious ill felt sad didn t know ever again
disgust;felt disgust found someon betrai me person dishonest felt us
shame;take difficult midterm on class felt shame not studi much should have asham result midterm
guilt;close friend mine leav graduat school state arrang gather peopl togeth dai left good time didn t pai much attent should have
joy;spoke friend phone haven t seen mani year joy event talk him
fear;amus park ride marriot great america went wai air around around height not favorit spot life
anger;type letter physician work didn t care style even though not us correct english told letter would wai
sadness;recent sister in law s hors poison plant di hors veri obedi except children
disgust;disgust behavior boi work scout program show lack interest unrest time plain rude behavior
shame;test class not adequ prepar myself didn t fare well exam felt bad it
guilt;suppos done thing mother plain didn t get around it
joy;old boyfriend ye on ask out good time ask follow week actual took interest
fear;physic assault sexual abus year ago feel might not get awai intact even aliv produc fear
anger;boyfriend break month abort fact ignor continu so
sadness;nephew s mother left on dai my brother not marri nephew anthoni shaken sad similar situat happen me
disgust;friend sit restaur talk said aw thing women becam disgust narrow minded
shame;tri month begin talk boyfriend again ignor me felt lower pride becam doormat
guilt;found pregnant talk boyfriend unsupport yet encourag abort did
joy;got accept cal
fear;apart three robberi last month gui upstair got rob make fourth
anger;roommat s boyfriend assault me threaten me call name push around
sadness;go vacat texa summer unabl registr
disgust;didn t veri well midterm i m disgust prepar thought well
shame;date friend s boyfriend broken up
guilt;friend go come stai weekend me someth came cancel him
joy;depress veri bad relationship first love call told would alwai care matter did
fear;exboyfriend threw around dorm talk phone anoth gui jealou argument thought broke up
anger;someon tri rape on best friend claim fault hassl her claim loos threaten sue her
sadness;mother kick surrog father turn not care dog afthur bought famili lack concern lead tho arthur s death freewai love arthur like brother easi talk to
disgust;thought gui associ year went time high school girl claim not like
shame;fact pregnant alwai consid level head not sex high school
guilt;pregnant thought not babi would hurt father like regardless life creat
joy;spent love relax even boyfriend plai game talk even
fear;walk church roommat bum told call polic start follow us
anger;roommat s mope stolen veri angri
sadness;heard grandfath s wife leukemia veri sad
disgust;disgust find water isn t filter purifi leav latim hall drain
shame;guilt would appli
guilt;ad littl yield experi get yield
joy;third highest grade class best answer given on question the question grade professor indic like answer
fear;recent lightn storm bolt lightn hit close mile bed time afraid might struck
anger;repaint room hous mother start enact plan paint room without consult me
sadness;recent break up girlfriend togeth year oversea discov phone while work
disgust;attend ceremoni denmark compar halloween build larg bonfir place life size dummi witch crowd cheer dummi burst flame
shame;came home school veri kei up dinner tabl unfortun unload lot hostil on parent i m asham didn t dispat control feel come tabl even let energi build first place
guilt;eat last remain dinner someon els unknown me claim
joy;watch er lose game game year year final reward super bowl victori made extrem happi
fear;swim hit head bottom pool requir stitch later learn consequ could much sever terrifi me
anger;rush home school game night got non injuri accid fault destroi front car truck hit undamag
sadness;learn dad cancer knew go hospit test mom told pick on weekend cal take home
disgust;er winner fan come woodwork jump bandwagon disgust me
shame;small would alwai fight younger sister on time hit knock wind her felt real bad it
guilt;grandfath nurs home young never want sometim didn t later felt guilti
joy;felt joi boyfriend propos marriag
fear;felt fear young left big hous alon
anger;said someth boyfriend disagre with walk awai without discuss bother him becam veri angri treat wai yesterdai novemb
sadness;felt sad boyfriend apart time
disgust;felt disgust restaur didn t appear clean orderli not like unclean environ
shame;felt asham confront teach assist close friend accus cheat math exam
guilt;not defend close friend father degrad him felt guilti allow father get awai action hurt friend felt clear matter father week later
joy;much troubl get togeth first place boyfriend celebr first anniversari
fear;got caught shoplift packag gummi bear
anger;sometim work crazi boss hyper jewish lawyer insist thing wai file type etc sometim blame thing didn t do can t yell back him
sadness;sinc move dorm i ve spend free time boyfriend hardli see old high school friend sever bad incid past best friend
disgust;took psych experi total unapp gai man experimentor homosexu funni cute gui disgust plu experi gai too
shame;grade parent sai how school get good grade sai great fine actual feel asham myself
guilt;i ve three midterm past two week hardli studi like dai feel guilti hadn t studi got c s them
joy;win close volleybal game i m intercollegi team cal
fear;speak front larg group peopl
anger;situat car stolen
sadness;close friend drown american river
disgust;get low grade physic midterm
shame;argu friend polit inform issu made feel veri asham polit ignor
guilt;father s car got stolen me ford mustang veri hard replac
joy;get sent compani expens trip anoth state work week plan
fear;second plane trip ran unexpect turbul
anger;person object rearrang someon els without consent arrang tast try find particular object rearrang hour more
sadness;death father
disgust;get back math midterm receiv lower grade thought would get go question felt grader grade harshli made error
shame;get low grade midterm
guilt;promis task friend forget it
joy;finish c s project overjoi felt reliev due next dai tire look it
fear;overturn cano year back didn t know swim although life jacket still panick
anger;came hous mondai morn get readi school fight park saw car flat tire
sadness;littl sister s graduat high school grandmoth becam veri sick pass awai month later
disgust;saw wino can food stamp us chang bui wine
shame;felt copi homework on class
guilt;yell girlfriend felt bad cry upset
joy;parti worri i e test homework etc mani friend present good music
fear;i m afraid not abl school want suffer grade
anger;stood date function someon realli care for
sadness;blow sai wrong thing realiz done hurt person myself
disgust;friend aren t work common goal need accomplish
shame;suppos someth didn t person realli dependiong me
guilt;confront person stood up blew said wrong thing
joy;realiz girl like me
fear;would bad class not get bu school
anger;dad told someth done mother
sadness;heard sister got bad car accid
disgust;engin know want war get job make bomb
shame;bad test didn t studi for
guilt;decid last minut not someth said would person
joy;pass b a exam first class result
fear;b a result not come
anger;fail s s c exam
sadness;sister left home live husband
disgust;trust friend mine li someth disgust me
shame;fail s s c examin felt veri asham
guilt;felt guilt not co oper mother exam
joy;first feel fall love come across person made feel love happi joi give new beauti futur made dream
fear;got know friend closest got engag go awai overjoi her also felt frighten veri emotion depend her not know would without her
anger;angri brother argument togeth fight time time also time take anger him
sadness;came know feel someon not reciproc
disgust;felt disgust studi appli psycholog mental test paper b a
shame;habit wet bed young on dai invit friend s place stai night happen again asham myself
guilt;felt guilti li parent
joy;marriag receiv b sc result post veri happi learn got veri good mark first class
fear;week back daughter veri high fever scare might lead brain damag convuls
anger;felt angri mother in law not handl daughter properli fell bed hurt head
sadness;veri sad could not take m a i exam due ill rel mine dishearten it
disgust;parent in law scold me without reason front member famili first time call room studi exam
shame;teacher ask question class concern someth read earlier not know answer felt asham front whole class
guilt;friend fail exam on mark exam ask show answer sheet not done it result came out thought shown answer sheet would pass exam felt guilti fail her
joy;famili allow higher studi
fear;decid separ husband
anger;father talk rel favour them feel angri
sadness;elder not understand right wai
disgust;husband quarrel reason all
joy;went walk beach friend not seen mani month weather veri pleasant ic cream lot fun beach
fear;dai alon home come home school not know everyon els gone kept wait come back nobodi came get veri late terrifi
anger;walk street alon afternoon not mani peopl street coupl gui follow ignor them suddenli on came front start us dirti languag harrass me got veri angri want strike back them
sadness;close friend mine get marri week time father di heart attack knew well felt bad hear death
disgust;girl friend mine affair boi also friend mine got know girl also see anoth gui later on broke friend mine without give explan made sad depress felt disgust girl
shame;alwai first class preliminari board exam score highest mark exam postpon neglect studi confid howev final result came felt asham score less mark rank class fifth sixth
guilt;went cinema friend without tell mother cinema dai also ask been li
joy;got permiss studi place far awai home
fear;gone hospit research got late reach home fear reach home would quarrel late
anger;feel angri somebodi unjust me
sadness;feel sad somebodi unjust me
disgust;peopl around not understand right wai
joy;went picnic lonavala felt full joi
fear;brother epilept attack scare would happen him
anger;angri morn miss train univers
sadness;miss train morn felt sad time
disgust;exam rel our live anoth citi came visit felt disgust him
shame;felt asham not attend class teacher ask reason absenc
joy;act english plai colleg got best actress award plai got first place
fear;done teacher train cours b ed train ask handl ninth standard class boi school scare face class first dai
anger;meet friend bu stop he come visit us not turn up wait time about hour call up told not intend come feel tire
sadness;sister di fire accid home
disgust;husband told pre marit affair
shame;fail ninth standard exam school
guilt;gone see on professor book not attend class took minut later
joy;passs m s c board exam first class not expect
fear;alwai veri scare tens exam declar result
anger;friend promis would come place not turn annoi her
sadness;someon tell someth hurt me feel bad also feel sad
disgust;feel disgust peopl not understand right wai i e misunderstand me
shame;whenev late feel asham even though on tell anyth
guilt;felt guilti li parent
joy;veri happi pass b a first class mark
fear;try board train miss footstep fell platform
anger;argument brother behavior start fight got annoi start teas me
sadness;best friend got marri left home town live poona wed felt sad
disgust;feel disgust neighbour come hous child spoil furnitur
shame;fail twelveth standard exam asham see parent later
guilt;mother scold argu her
joy;pass b a exam first class result
fear;come back home alon night
anger;fail m s c exam
sadness;father ill
disgust;friend close got engag not invit me
shame;fail m s c exam
guilt;fought friend
joy;last year pass b a exam psycholog stood first class thu got first prize colleg happi tell parent friend
fear;year old fell sever ill bed ridden month felt veri scare health studi
anger;month ago teach suddenli becam veri angri children slap them
sadness;friend got marri went abroad made feel sad lone
disgust;begggar approach monei felt disgust
shame;got abnorm psycholog felt asham
guilt;li parent made feel veri guilti
joy;got first class twelveth standard exam veri surpris happi veri good time friend
fear;veri horribl dream on night dreamt fallen veri crowd train
anger;s y bajaj want get admiss anoth colleg not easi felt angri
sadness;mother scold someth veri insignific without know real caus happen
disgust;feel disgust cousin bad manner not know behav talk other not respect elder li time
shame;on dai tyba class teacher ask veri simpl question could not answer final teacher gave answer friend start laugh not abl answer simpl question knew answer fear respons mai wrong made feel asham myself
guilt;take standard exam friend sit behind ask answer teacher look scold us everyon start look felt veri guilti
joy;complet high school want abroad holidai never abroad neither taken holidai long time final parent agre got airplan ticket joi
fear;happen stai anaunt s place discov afraid sleep pitch dark room sister share light would refus sleep without light adjoin bathroom switch on
sadness;see peopl burn feel sad actual not even express feel think must suffer lot
disgust;not like on neighbour veri selfish whenev want someth need help come see us otherwis not even bother peopl live next them
shame;close friend colleagu talk work sai brightest student colleg
guilt;special circumst li parent felt guilti told truth felt free
joy;dai yesterdai mother bought new pair shoe without ask them told saw pair shoe felt like bui me realli like shoe made feel mother care me
fear;first time rode motorcycl brother go fast felt would fall without brother realiz it
anger;on friend ask shop her anoth friend also come along out kept talk felt left out even tri talk seem not listen not pai much attent
sadness;two year ago best friend di accid dai birthrai veri close felt veri sad loos close friend
disgust;gone nativ villag went visit tribal group believ goddess kali festiv dai offer hen goddess cut head hen right front ey felt disgust evenb gave eat meat incid
shame;part assess speak subject front class not realli prepar read stuff piec paper student ask someth could not give answer felt asham not prepar topic
guilt;on dai went see movi without parent permiss adult movi scare parent would not allow see movi howev come home felt veri guilti done
joy;daughter gave solo danc perform poona big applaus overjoi
fear;garden on even saw snake come toward me
anger;separ husband wai behav toward make angri
sadness;husband li me trick leav home
disgust;wai husband famili treat unfairli cruelli unjustli
shame;asham shout daughter marit break up unfair wai treat
guilt;argument daughter got angri over excit said angri word
joy;got marri
fear;sit electr swing suddenli machin went order still upward posit
anger;girl trust share person confidenti matter twist fact told common friend our common friend told version friend told her angri
sadness;elder sister di
disgust;husband fall ill not follow doctor s advic treatment diet control
shame;everi time not write someth well english
guilt;could neither measur expect teacher expect on assign
joy;dai got marri happiest dai life felt right everi wai doubt compat right dai got engag
anger;on morn stand bu stop bu pass without stop even though passeng insid felt angri rude behaviour bu driver conductor
sadness;death friend s father especi happen ten dai wed
disgust;disgust exist red tape govern offic accquir passport three month appli back five time correct minor error
shame;could not pass exam good mark wed take place dai exam tri convinc reason not done well howev thought realli put mind well exam would done well
joy;succeed achiev scholarship strive hard period financi person physic stress
fear;travel alon unescort first time over night journei train distant place
anger;not given chanc explain close rel could not visit ill go thought selfish irrespons ill
sadness;put two year hard work neither look appreci
disgust;despit affection sincer help close rel mine turn around accus inconsider relationship them
shame;first time stage give speech
guilt;could not take care mother admit hospit surgeri continu studi could not get leav
joy;feel sens joi whenev complet piec write part work intens read also bring joi also feel happi reminisc them
fear;come home rel s place p m felt slightli apprehens got bu start walk toward place confid noth would happen me yet slight feel fear
anger;uncleani work place place gener not veri clean reach point get angri person suppos clean place peopl suppos supervis him
sadness;three week ago friend mine bid good bye go abroad felt happi achiev someth make trip also felt sad would not see long time
disgust;complain uncleanli work place author agre place clean even dai noth done felt disgust whole situat
shame;got tight pair trouser examin mirror back look unpresent felt asham want wear cloth dai quickli chang anoth dress
guilt;not put need amount hour work studi dai feel guilti try make lost time
anger;girlfriend furiou forgot pick airport
joy;got scholarship veri happi finaci burden famili reduc
fear;experienc fear not prepar final year degre exam
anger;other not bit work group assign task work
sadness;ill come back hostel felt veri sad leav home
disgust;friend got veri low mark field work even though work throughout year feel
shame;felt asham fought mother issu caus troubl
guilt;enough time assign not well lectur scold me feel
joy;select tiss
fear;almost walk snake
anger;insult man
sadness;mother left kenya
disgust;see toilet unclean
shame;co resid open bathroom door bath insid
guilt;could not complet assign time
joy;pre univers appreci examplari student pricip someth made feel veri happi
anger;blame attribut veri often misunderstood especi on veri frank
sadness;sister lost son sixteen year old felt veri bad first death famili learn slowli understand life
disgust;christian institut sometim nun would send back peopl came visit not visit hour disgust me
guilt;not abl give rel critic period help hand whenev think feel guilti let person trust give help hand
joy;dai got letter u g c inform award junior research fellowship
fear;work delhi gone alon see hostel would resid
anger;rel come place creat untidy dirty
sadness;leav home place studi
disgust;went visit rel saw messi dirti place wa absenc wife
shame;broke down see friend
guilt;dai not work academ hard enough
joy;achiev want achiev feel state emot also sucess
fear;walk alon mid night happen put foot frog felt smooth thought snake felt afraid
anger;friend attend veri import meet promis come pick up not turn felt veri angri him
sadness;realli hope would pass examin fail felt veri sad
disgust;feel disgust peopl talk neg person without know person well
shame;felt shame unabl rememb particular incid
guilt;whenev someth prohibit wrong feel guilti
joy;stood first b a exam earlier heard boi girl topper first heard top could not believ it
fear;son fell cot ag month becam veri nervou thought would caus defect head
anger;veri angri on dai husband ignor slept separ bed reason doubt neglect never imagin could thing
sadness;heard new death father even alon night room try rememb face father
disgust;on dai colleagu misbehav me felt disgust thought could woman
shame;on dai address husband abus manner front friend later realiz felt asham myself
guilt;mother misunderstood prevent someth return not talk dai later realiz done good
joy;result part exam came felt tremend joi heart result came long period worri anxieti gave endless relief joi
fear;felt afraid receiv question paper part exam
anger;rememb school saw case partial on teacher gave privat coach class girl would give girl extra attent class would ignor other
sadness;last dai school life veri sad special farewel parti dai felt sad leav behind belov teacher friend
disgust;disgust make nag three dai journei recent calcutta bombai veri bore tire
shame;rememb onc friend not co oper due unavoid reason unawar treat unjustli till realiz everyth felt ashamad deed
guilt;badli on vital exam despit get proper guidanc parent felt guilti improp us chanc provid me
sadness;honest intent mar anoth s jealousi
guilt;event took place anoth s life thought could avoid
joy;dai happiest dai receiv phone call ev s weekli inform first prize india essai competit prize under graduat even post graduat particip judg emin judg polit scientist
fear;fear emot experi veri often natur exam subsequ wait result howev on occass paralyz fear m a i seri student lectur on particip lectur happen open lectur confid morn twenti minut lectur confid start fail me felt heart cold lip dry realli paralyz incid fear still fresh
anger;experi emot quit often dai angri dai got pull someth not done happen school dai not spoken word class monitor written name board remark callend get sign parent remark result spank
sadness;veri sad lone try organ plai student year instead materi fizzl out worst thing plai fell apart complet found weep uncontrol think it laugh off time intens
disgust;incid mani wit everydai life citi like bombai on dai travel bu three men drag two fellow bu outsid beaten pulp two fellow got beaten pick pocket beaten sundri thought what life on hell place everyon someon els on wait cut throat on live monei think thing purpos life etc feel veri disgust deject
shame;event never forget consid good mimic particular dai wait professor take class professor peculiar accent veri horribl wai lectur top class fag end dai particular dai got element start imit professor professor enter class right middl unawar presenc friend tri warn avail engross mimic suddenli notic silenc turn around see enter class not know till todai actual saw complet ignor it lectur di shame shame fact gave charact certif
joy;happen final confirm stood first univers m a exam dai offici result declar clerk brought result unoffici expect result confirm allow legitim feel happi success
fear;follow home everi dai campu stranger would follow campu sit outsid class not would ask friend wa dark omin look person terrifi not know intent report secur offic turn polic even petrifi then
anger;new ga connect instal mechan came veri rude mother me rush thhe dealer mother fight dealer seem unreason take mechan s side ultim matter resolv father went spoke him mechan ask apolog
sadness;dai receiv gold medal m a grandmoth love veri much di ill di hour convoc attend convoc control grief would not like miss it dai wait for not get see
disgust;come back programm three girl stai anoth girl placc on start pass veri nasti outright bitchi remark me brought male colleagu s compliment me girl interest gui bitchi catti remark made women never fail disgust me particularli rememb incid knew not encourag gui
shame;learn judo instructor want assist teach girl judo suburban colleg begin made green belt would abl command respect principl yet allow listen him gave soon after howev felt veri asham not stick principl not put foot earlier
guilt;come back home mother purs carri got stolen done swifti not realiz happen till much later lot monei kei hous lost guilt ridden careless felt terribl not normal loos thing quit import especi kei
